date,province,producer,generation_type,megawatt_hours
2010-02,Quebec,electric utilities,combustible fuels,100515.0
2010-02,Quebec,electric utilities,hydraulic turbine,16358750.0
2010-02,Quebec,electric utilities,nuclear steam turbine,406520.0
2010-02,Quebec,electric utilities,wind power turbine,22451.0
2010-02,Quebec,industries,combustible fuels,45536.0
2010-02,Quebec,industries,hydraulic turbine,1509105.0
2010-02,Saskatchewan,electric utilities,combustible fuels,1517879.0
2010-02,Saskatchewan,electric utilities,hydraulic turbine,275793.0
2010-02,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-02,Saskatchewan,electric utilities,wind power turbine,31419.0
2010-02,Saskatchewan,industries,combustible fuels,17407.0
2010-02,Saskatchewan,industries,hydraulic turbine,0.0
2010-02,Yukon,electric utilities,combustible fuels,2007.0
2010-02,Yukon,electric utilities,hydraulic turbine,36700.0
2010-02,Yukon,electric utilities,wind power turbine,0.0
2010-02,Yukon,industries,combustible fuels,0.0
2010-03,Alberta,electric utilities,combustible fuels,4450262.0
2010-03,Alberta,electric utilities,hydraulic turbine,103517.0
2010-03,Alberta,electric utilities,other types of electricity generation,0.0
2010-03,Alberta,electric utilities,wind power turbine,15326.0
2010-03,Alberta,industries,combustible fuels,504018.0
2010-03,British Columbia,electric utilities,combustible fuels,355774.0
2010-03,British Columbia,electric utilities,hydraulic turbine,3754158.0
2010-03,British Columbia,industries,combustible fuels,220152.0
2010-03,British Columbia,industries,hydraulic turbine,775633.0
2010-03,Manitoba,electric utilities,combustible fuels,14140.0
2010-03,Manitoba,electric utilities,hydraulic turbine,2780269.0
2010-03,Manitoba,electric utilities,wind power turbine,0.0
2010-03,Manitoba,industries,combustible fuels,8351.0
2010-03,New Brunswick,electric utilities,combustible fuels,698106.0
2010-03,New Brunswick,electric utilities,hydraulic turbine,271493.0
2010-03,New Brunswick,electric utilities,nuclear steam turbine,-4211.0
2010-03,New Brunswick,electric utilities,wind power turbine,0.0
2010-03,New Brunswick,industries,combustible fuels,56853.0
2010-03,New Brunswick,industries,hydraulic turbine,0.0
2010-03,Newfoundland and Labrador,electric utilities,combustible fuels,134333.0
2010-03,Newfoundland and Labrador,electric utilities,hydraulic turbine,4117915.0
2010-03,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-03,Newfoundland and Labrador,industries,combustible fuels,25101.0
2010-03,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-03,Northwest Territories,electric utilities,combustible fuels,5891.0
2010-03,Northwest Territories,electric utilities,hydraulic turbine,13587.0
2010-03,Northwest Territories,industries,combustible fuels,31746.0
2010-03,Northwest Territories,industries,hydraulic turbine,0.0
2010-03,Northwest Territories,industries,wind power turbine,0.0
2010-03,Nova Scotia,electric utilities,combustible fuels,953401.0
2010-03,Nova Scotia,electric utilities,hydraulic turbine,89781.0
2010-03,Nova Scotia,electric utilities,tidal power turbine,2547.0
2010-03,Nova Scotia,electric utilities,wind power turbine,11050.0
2010-03,Nova Scotia,industries,combustible fuels,19610.0
2010-03,Nova Scotia,industries,hydraulic turbine,3707.0
2010-03,Nova Scotia,industries,wind power turbine,0.0
2010-03,Nunavut,electric utilities,combustible fuels,16160.0
2010-03,Nunavut,electric utilities,hydraulic turbine,0.0
2010-03,Nunavut,industries,combustible fuels,0.0
2010-03,Nunavut,industries,hydraulic turbine,0.0
2010-03,Ontario,electric utilities,combustible fuels,1520611.0
2010-03,Ontario,electric utilities,hydraulic turbine,3197300.0
2010-03,Ontario,electric utilities,nuclear steam turbine,6981165.0
2010-03,Ontario,electric utilities,other types of electricity generation,0.0
2010-03,Ontario,electric utilities,solar,0.0
2010-03,Ontario,electric utilities,wind power turbine,154898.0
2010-03,Ontario,industries,combustible fuels,125130.0
2010-03,Ontario,industries,hydraulic turbine,96112.0
2010-03,Prince Edward Island,electric utilities,combustible fuels,9.0
2010-03,Prince Edward Island,electric utilities,wind power turbine,10832.0
2010-03,Quebec,electric utilities,combustible fuels,304067.0
2010-03,Quebec,electric utilities,hydraulic turbine,15473911.0
2010-03,Quebec,electric utilities,nuclear steam turbine,392193.0
2010-03,Quebec,electric utilities,wind power turbine,37812.0
2010-03,Quebec,industries,combustible fuels,47535.0
2010-03,Quebec,industries,hydraulic turbine,1416348.0
2010-03,Saskatchewan,electric utilities,combustible fuels,1602746.0
2010-03,Saskatchewan,electric utilities,hydraulic turbine,229627.0
2010-03,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-03,Saskatchewan,electric utilities,wind power turbine,53361.0
2010-03,Saskatchewan,industries,combustible fuels,22769.0
2010-03,Saskatchewan,industries,hydraulic turbine,0.0
2010-03,Yukon,electric utilities,combustible fuels,1652.0
2010-03,Yukon,electric utilities,hydraulic turbine,33121.0
2010-03,Yukon,electric utilities,wind power turbine,0.0
2010-03,Yukon,industries,combustible fuels,0.0
2010-04,Alberta,electric utilities,combustible fuels,4035836.0
2010-04,Alberta,electric utilities,hydraulic turbine,89503.0
2010-04,Alberta,electric utilities,other types of electricity generation,0.0
2010-04,Alberta,electric utilities,wind power turbine,85979.0
2010-04,Alberta,industries,combustible fuels,513091.0
2010-04,British Columbia,electric utilities,combustible fuels,318814.0
2010-04,British Columbia,electric utilities,hydraulic turbine,3249100.0
2010-04,British Columbia,industries,combustible fuels,276090.0
2010-04,British Columbia,industries,hydraulic turbine,750302.0
2010-04,Manitoba,electric utilities,combustible fuels,6706.0
2010-04,Manitoba,electric utilities,hydraulic turbine,2490836.0
2010-04,Manitoba,electric utilities,wind power turbine,0.0
2010-04,Manitoba,industries,combustible fuels,10316.0
2010-04,New Brunswick,electric utilities,combustible fuels,586110.0
2010-04,New Brunswick,electric utilities,hydraulic turbine,539135.0
2010-04,New Brunswick,electric utilities,nuclear steam turbine,-3956.0
2010-04,New Brunswick,electric utilities,wind power turbine,31712.0
2010-04,New Brunswick,industries,combustible fuels,36470.0
2010-04,New Brunswick,industries,hydraulic turbine,0.0
2010-04,Newfoundland and Labrador,electric utilities,combustible fuels,94127.0
2010-04,Newfoundland and Labrador,electric utilities,hydraulic turbine,2902235.0
2010-04,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-04,Newfoundland and Labrador,industries,combustible fuels,24204.0
2010-04,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-04,Northwest Territories,electric utilities,combustible fuels,5739.0
2010-04,Northwest Territories,electric utilities,hydraulic turbine,19680.0
2010-04,Northwest Territories,industries,combustible fuels,42359.0
2010-04,Northwest Territories,industries,hydraulic turbine,0.0
2010-04,Northwest Territories,industries,wind power turbine,0.0
2010-04,Nova Scotia,electric utilities,combustible fuels,693496.0
2010-04,Nova Scotia,electric utilities,hydraulic turbine,93885.0
2010-04,Nova Scotia,electric utilities,tidal power turbine,2412.0
2010-04,Nova Scotia,electric utilities,wind power turbine,4466.0
2010-04,Nova Scotia,industries,combustible fuels,14665.0
2010-04,Nova Scotia,industries,hydraulic turbine,3485.0
2010-04,Nova Scotia,industries,wind power turbine,0.0
2010-04,Nunavut,electric utilities,combustible fuels,13311.0
2010-04,Nunavut,electric utilities,hydraulic turbine,0.0
2010-04,Nunavut,industries,combustible fuels,0.0
2010-04,Nunavut,industries,hydraulic turbine,0.0
2010-04,Ontario,electric utilities,combustible fuels,1438825.0
2010-04,Ontario,electric utilities,hydraulic turbine,2651687.0
2010-04,Ontario,electric utilities,nuclear steam turbine,5976411.0
2010-04,Ontario,electric utilities,other types of electricity generation,0.0
2010-04,Ontario,electric utilities,solar,0.0
2010-04,Ontario,electric utilities,wind power turbine,68557.0
2010-04,Ontario,industries,combustible fuels,102140.0
2010-04,Ontario,industries,hydraulic turbine,63143.0
2010-04,Prince Edward Island,electric utilities,combustible fuels,8.0
2010-04,Prince Edward Island,electric utilities,wind power turbine,33227.0
2010-04,Quebec,electric utilities,combustible fuels,-116076.0
2010-04,Quebec,electric utilities,hydraulic turbine,13714582.0
2010-04,Quebec,electric utilities,nuclear steam turbine,182057.0
2010-04,Quebec,electric utilities,wind power turbine,26683.0
2010-04,Quebec,industries,combustible fuels,42329.0
2010-04,Quebec,industries,hydraulic turbine,1351068.0
2010-04,Saskatchewan,electric utilities,combustible fuels,1409013.0
2010-04,Saskatchewan,electric utilities,hydraulic turbine,249478.0
2010-04,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-04,Saskatchewan,electric utilities,wind power turbine,57485.0
2010-04,Saskatchewan,industries,combustible fuels,25542.0
2010-04,Saskatchewan,industries,hydraulic turbine,0.0
2010-04,Yukon,electric utilities,combustible fuels,1730.0
2010-04,Yukon,electric utilities,hydraulic turbine,29911.0
2010-04,Yukon,electric utilities,wind power turbine,0.0
2010-04,Yukon,industries,combustible fuels,0.0
2010-05,Alberta,electric utilities,combustible fuels,4103144.0
2010-05,Alberta,electric utilities,hydraulic turbine,121556.0
2010-05,Alberta,electric utilities,other types of electricity generation,0.0
2010-05,Alberta,electric utilities,wind power turbine,65732.0
2010-05,Alberta,industries,combustible fuels,513035.0
2010-05,British Columbia,electric utilities,combustible fuels,261404.0
2010-05,British Columbia,electric utilities,hydraulic turbine,2826966.0
2010-05,British Columbia,industries,combustible fuels,211949.0
2010-05,British Columbia,industries,hydraulic turbine,904994.0
2010-05,Manitoba,electric utilities,combustible fuels,7930.0
2010-05,Manitoba,electric utilities,hydraulic turbine,1993139.0
2010-05,Manitoba,electric utilities,wind power turbine,0.0
2010-05,Manitoba,industries,combustible fuels,5963.0
2010-05,New Brunswick,electric utilities,combustible fuels,442708.0
2010-05,New Brunswick,electric utilities,hydraulic turbine,294605.0
2010-05,New Brunswick,electric utilities,nuclear steam turbine,-3907.0
2010-05,New Brunswick,electric utilities,wind power turbine,36097.0
2010-05,New Brunswick,industries,combustible fuels,46291.0
2010-05,New Brunswick,industries,hydraulic turbine,0.0
2010-05,Newfoundland and Labrador,electric utilities,combustible fuels,50599.0
2010-05,Newfoundland and Labrador,electric utilities,hydraulic turbine,3022968.0
2010-05,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-05,Newfoundland and Labrador,industries,combustible fuels,25036.0
2010-05,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-05,Northwest Territories,electric utilities,combustible fuels,5797.0
2010-05,Northwest Territories,electric utilities,hydraulic turbine,18963.0
2010-05,Northwest Territories,industries,combustible fuels,29388.0
2010-05,Northwest Territories,industries,hydraulic turbine,0.0
2010-05,Northwest Territories,industries,wind power turbine,0.0
2010-05,Nova Scotia,electric utilities,combustible fuels,797275.0
2010-05,Nova Scotia,electric utilities,hydraulic turbine,70900.0
2010-05,Nova Scotia,electric utilities,tidal power turbine,2695.0
2010-05,Nova Scotia,electric utilities,wind power turbine,8201.0
2010-05,Nova Scotia,industries,combustible fuels,11575.0
2010-05,Nova Scotia,industries,hydraulic turbine,1843.0
2010-05,Nova Scotia,industries,wind power turbine,0.0
2010-05,Nunavut,electric utilities,combustible fuels,13069.0
2010-05,Nunavut,electric utilities,hydraulic turbine,0.0
2010-05,Nunavut,industries,combustible fuels,0.0
2010-05,Nunavut,industries,hydraulic turbine,0.0
2010-05,Ontario,electric utilities,combustible fuels,2083082.0
2010-05,Ontario,electric utilities,hydraulic turbine,2506271.0
2010-05,Ontario,electric utilities,nuclear steam turbine,5602314.0
2010-05,Ontario,electric utilities,other types of electricity generation,0.0
2010-05,Ontario,electric utilities,solar,0.0
2010-05,Ontario,electric utilities,wind power turbine,54246.0
2010-05,Ontario,industries,combustible fuels,104653.0
2010-05,Ontario,industries,hydraulic turbine,46647.0
2010-05,Prince Edward Island,electric utilities,combustible fuels,8.0
2010-05,Prince Edward Island,electric utilities,wind power turbine,36615.0
2010-05,Quebec,electric utilities,combustible fuels,76273.0
2010-05,Quebec,electric utilities,hydraulic turbine,13195566.0
2010-05,Quebec,electric utilities,nuclear steam turbine,-4790.0
2010-05,Quebec,electric utilities,wind power turbine,37143.0
2010-05,Quebec,industries,combustible fuels,36902.0
2010-05,Quebec,industries,hydraulic turbine,1169607.0
2010-05,Saskatchewan,electric utilities,combustible fuels,1504683.0
2010-05,Saskatchewan,electric utilities,hydraulic turbine,208928.0
2010-05,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-05,Saskatchewan,electric utilities,wind power turbine,48248.0
2010-05,Saskatchewan,industries,combustible fuels,26021.0
2010-05,Saskatchewan,industries,hydraulic turbine,0.0
2010-05,Yukon,electric utilities,combustible fuels,1446.0
2010-05,Yukon,electric utilities,hydraulic turbine,29477.0
2010-05,Yukon,electric utilities,wind power turbine,4.0
2010-05,Yukon,industries,combustible fuels,0.0
2010-06,Alberta,electric utilities,combustible fuels,4120209.0
2010-06,Alberta,electric utilities,hydraulic turbine,157975.0
2010-06,Alberta,electric utilities,other types of electricity generation,0.0
2010-06,Alberta,electric utilities,wind power turbine,51958.0
2010-06,Alberta,industries,combustible fuels,436525.0
2010-06,British Columbia,electric utilities,combustible fuels,158173.0
2010-06,British Columbia,electric utilities,hydraulic turbine,3049284.0
2010-06,British Columbia,industries,combustible fuels,226496.0
2010-06,British Columbia,industries,hydraulic turbine,913025.0
2010-06,Manitoba,electric utilities,combustible fuels,6460.0
2010-06,Manitoba,electric utilities,hydraulic turbine,2491986.0
2010-06,Manitoba,electric utilities,wind power turbine,0.0
2010-06,Manitoba,industries,combustible fuels,5762.0
2010-06,New Brunswick,electric utilities,combustible fuels,385074.0
2010-06,New Brunswick,electric utilities,hydraulic turbine,192507.0
2010-06,New Brunswick,electric utilities,nuclear steam turbine,-3706.0
2010-06,New Brunswick,electric utilities,wind power turbine,29093.0
2010-06,New Brunswick,industries,combustible fuels,48971.0
2010-06,New Brunswick,industries,hydraulic turbine,0.0
2010-06,Newfoundland and Labrador,electric utilities,combustible fuels,11109.0
2010-06,Newfoundland and Labrador,electric utilities,hydraulic turbine,2720125.0
2010-06,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-06,Newfoundland and Labrador,industries,combustible fuels,19680.0
2010-06,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-06,Northwest Territories,electric utilities,combustible fuels,5685.0
2010-06,Northwest Territories,electric utilities,hydraulic turbine,18015.0
2010-06,Northwest Territories,industries,combustible fuels,52063.0
2010-06,Northwest Territories,industries,hydraulic turbine,0.0
2010-06,Northwest Territories,industries,wind power turbine,0.0
2010-06,Nova Scotia,electric utilities,combustible fuels,780562.0
2010-06,Nova Scotia,electric utilities,hydraulic turbine,64172.0
2010-06,Nova Scotia,electric utilities,tidal power turbine,2503.0
2010-06,Nova Scotia,electric utilities,wind power turbine,5450.0
2010-06,Nova Scotia,industries,combustible fuels,18193.0
2010-06,Nova Scotia,industries,hydraulic turbine,3398.0
2010-06,Nova Scotia,industries,wind power turbine,0.0
2010-06,Nunavut,electric utilities,combustible fuels,12004.0
2010-06,Nunavut,electric utilities,hydraulic turbine,0.0
2010-06,Nunavut,industries,combustible fuels,0.0
2010-06,Nunavut,industries,hydraulic turbine,0.0
2010-06,Ontario,electric utilities,combustible fuels,2529742.0
2010-06,Ontario,electric utilities,hydraulic turbine,2162557.0
2010-06,Ontario,electric utilities,nuclear steam turbine,6442300.0
2010-06,Ontario,electric utilities,other types of electricity generation,0.0
2010-06,Ontario,electric utilities,solar,0.0
2010-06,Ontario,electric utilities,wind power turbine,67005.0
2010-06,Ontario,industries,combustible fuels,105113.0
2010-06,Ontario,industries,hydraulic turbine,38485.0
2010-06,Prince Edward Island,electric utilities,combustible fuels,8.0
2010-06,Prince Edward Island,electric utilities,wind power turbine,24370.0
2010-06,Quebec,electric utilities,combustible fuels,82072.0
2010-06,Quebec,electric utilities,hydraulic turbine,12111822.0
2010-06,Quebec,electric utilities,nuclear steam turbine,-4899.0
2010-06,Quebec,electric utilities,wind power turbine,27728.0
2010-06,Quebec,industries,combustible fuels,42636.0
2010-06,Quebec,industries,hydraulic turbine,1099481.0
2010-06,Saskatchewan,electric utilities,combustible fuels,1286554.0
2010-06,Saskatchewan,electric utilities,hydraulic turbine,467837.0
2010-06,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-06,Saskatchewan,electric utilities,wind power turbine,30596.0
2010-06,Saskatchewan,industries,combustible fuels,10998.0
2010-06,Saskatchewan,industries,hydraulic turbine,0.0
2010-06,Yukon,electric utilities,combustible fuels,1409.0
2010-06,Yukon,electric utilities,hydraulic turbine,25557.0
2010-06,Yukon,electric utilities,wind power turbine,8.0
2010-06,Yukon,industries,combustible fuels,0.0
2010-07,Alberta,electric utilities,combustible fuels,4489421.0
2010-07,Alberta,electric utilities,hydraulic turbine,162651.0
2010-07,Alberta,electric utilities,other types of electricity generation,0.0
2010-07,Alberta,electric utilities,wind power turbine,61860.0
2010-07,Alberta,industries,combustible fuels,461653.0
2010-07,British Columbia,electric utilities,combustible fuels,241556.0
2010-07,British Columbia,electric utilities,hydraulic turbine,2942126.0
2010-07,British Columbia,industries,combustible fuels,272950.0
2010-07,British Columbia,industries,hydraulic turbine,882997.0
2010-07,Manitoba,electric utilities,combustible fuels,5238.0
2010-07,Manitoba,electric utilities,hydraulic turbine,2970661.0
2010-07,Manitoba,electric utilities,wind power turbine,0.0
2010-07,Manitoba,industries,combustible fuels,7403.0
2010-07,New Brunswick,electric utilities,combustible fuels,519011.0
2010-07,New Brunswick,electric utilities,hydraulic turbine,210047.0
2010-07,New Brunswick,electric utilities,nuclear steam turbine,-3684.0
2010-07,New Brunswick,electric utilities,wind power turbine,32540.0
2010-07,New Brunswick,industries,combustible fuels,44619.0
2010-07,New Brunswick,industries,hydraulic turbine,0.0
2010-07,Newfoundland and Labrador,electric utilities,combustible fuels,4906.0
2010-07,Newfoundland and Labrador,electric utilities,hydraulic turbine,2705101.0
2010-07,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-07,Newfoundland and Labrador,industries,combustible fuels,24137.0
2010-07,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-07,Northwest Territories,electric utilities,combustible fuels,9175.0
2010-07,Northwest Territories,electric utilities,hydraulic turbine,15533.0
2010-07,Northwest Territories,industries,combustible fuels,37071.0
2010-07,Northwest Territories,industries,hydraulic turbine,0.0
2010-07,Northwest Territories,industries,wind power turbine,0.0
2010-07,Nova Scotia,electric utilities,combustible fuels,867487.0
2010-07,Nova Scotia,electric utilities,hydraulic turbine,52231.0
2010-07,Nova Scotia,electric utilities,tidal power turbine,2472.0
2010-07,Nova Scotia,electric utilities,wind power turbine,5879.0
2010-07,Nova Scotia,industries,combustible fuels,17438.0
2010-07,Nova Scotia,industries,hydraulic turbine,3339.0
2010-07,Nova Scotia,industries,wind power turbine,0.0
2010-07,Nunavut,electric utilities,combustible fuels,12070.0
2010-07,Nunavut,electric utilities,hydraulic turbine,0.0
2010-07,Nunavut,industries,combustible fuels,0.0
2010-07,Nunavut,industries,hydraulic turbine,0.0
2010-07,Ontario,electric utilities,combustible fuels,3086517.0
2010-07,Ontario,electric utilities,hydraulic turbine,2156949.0
2010-07,Ontario,electric utilities,nuclear steam turbine,6943701.0
2010-07,Ontario,electric utilities,other types of electricity generation,0.0
2010-07,Ontario,electric utilities,solar,0.0
2010-07,Ontario,electric utilities,wind power turbine,57509.0
2010-07,Ontario,industries,combustible fuels,108628.0
2010-07,Ontario,industries,hydraulic turbine,38892.0
2010-07,Prince Edward Island,electric utilities,combustible fuels,8.0
2010-07,Prince Edward Island,electric utilities,wind power turbine,24640.0
2010-07,Quebec,electric utilities,combustible fuels,78526.0
2010-07,Quebec,electric utilities,hydraulic turbine,12764591.0
2010-07,Quebec,electric utilities,nuclear steam turbine,-10042.0
2010-07,Quebec,electric utilities,wind power turbine,27532.0
2010-07,Quebec,industries,combustible fuels,41310.0
2010-07,Quebec,industries,hydraulic turbine,1060740.0
2010-07,Saskatchewan,electric utilities,combustible fuels,1269599.0
2010-07,Saskatchewan,electric utilities,hydraulic turbine,521917.0
2010-07,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-07,Saskatchewan,electric utilities,wind power turbine,25388.0
2010-07,Saskatchewan,industries,combustible fuels,17308.0
2010-07,Saskatchewan,industries,hydraulic turbine,0.0
2010-07,Yukon,electric utilities,combustible fuels,291.0
2010-07,Yukon,electric utilities,hydraulic turbine,26375.0
2010-07,Yukon,electric utilities,wind power turbine,15.0
2010-07,Yukon,industries,combustible fuels,0.0
2010-08,Alberta,electric utilities,combustible fuels,4350925.0
2010-08,Alberta,electric utilities,hydraulic turbine,154234.0
2010-08,Alberta,electric utilities,other types of electricity generation,0.0
2010-08,Alberta,electric utilities,wind power turbine,53245.0
2010-08,Alberta,industries,combustible fuels,516159.0
2010-08,British Columbia,electric utilities,combustible fuels,339407.0
2010-08,British Columbia,electric utilities,hydraulic turbine,2828721.0
2010-08,British Columbia,industries,combustible fuels,252441.0
2010-08,British Columbia,industries,hydraulic turbine,740147.0
2010-08,Manitoba,electric utilities,combustible fuels,8317.0
2010-08,Manitoba,electric utilities,hydraulic turbine,3042540.0
2010-08,Manitoba,electric utilities,wind power turbine,0.0
2010-08,Manitoba,industries,combustible fuels,5546.0
2010-08,New Brunswick,electric utilities,combustible fuels,552077.0
2010-08,New Brunswick,electric utilities,hydraulic turbine,86604.0
2010-08,New Brunswick,electric utilities,nuclear steam turbine,-3714.0
2010-08,New Brunswick,electric utilities,wind power turbine,21439.0
2010-08,New Brunswick,industries,combustible fuels,45761.0
2010-08,New Brunswick,industries,hydraulic turbine,0.0
2010-08,Newfoundland and Labrador,electric utilities,combustible fuels,4214.0
2010-08,Newfoundland and Labrador,electric utilities,hydraulic turbine,2644038.0
2010-08,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-08,Newfoundland and Labrador,industries,combustible fuels,24431.0
2010-08,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-08,Northwest Territories,electric utilities,combustible fuels,8179.0
2010-08,Northwest Territories,electric utilities,hydraulic turbine,16014.0
2010-08,Northwest Territories,industries,combustible fuels,29376.0
2010-08,Northwest Territories,industries,hydraulic turbine,0.0
2010-08,Northwest Territories,industries,wind power turbine,0.0
2010-08,Nova Scotia,electric utilities,combustible fuels,872976.0
2010-08,Nova Scotia,electric utilities,hydraulic turbine,44208.0
2010-08,Nova Scotia,electric utilities,tidal power turbine,2636.0
2010-08,Nova Scotia,electric utilities,wind power turbine,6429.0
2010-08,Nova Scotia,industries,combustible fuels,16790.0
2010-08,Nova Scotia,industries,hydraulic turbine,3151.0
2010-08,Nova Scotia,industries,wind power turbine,0.0
2010-08,Nunavut,electric utilities,combustible fuels,12383.0
2010-08,Nunavut,electric utilities,hydraulic turbine,0.0
2010-08,Nunavut,industries,combustible fuels,0.0
2010-08,Nunavut,industries,hydraulic turbine,0.0
2010-08,Ontario,electric utilities,combustible fuels,2743338.0
2010-08,Ontario,electric utilities,hydraulic turbine,2040910.0
2010-08,Ontario,electric utilities,nuclear steam turbine,7034371.0
2010-08,Ontario,electric utilities,other types of electricity generation,0.0
2010-08,Ontario,electric utilities,solar,0.0
2010-08,Ontario,electric utilities,wind power turbine,67061.0
2010-08,Ontario,industries,combustible fuels,107926.0
2010-08,Ontario,industries,hydraulic turbine,35308.0
2010-08,Prince Edward Island,electric utilities,combustible fuels,7.0
2010-08,Prince Edward Island,electric utilities,wind power turbine,14636.0
2010-08,Quebec,electric utilities,combustible fuels,100285.0
2010-08,Quebec,electric utilities,hydraulic turbine,11497695.0
2010-08,Quebec,electric utilities,nuclear steam turbine,394173.0
2010-08,Quebec,electric utilities,wind power turbine,22877.0
2010-08,Quebec,industries,combustible fuels,41359.0
2010-08,Quebec,industries,hydraulic turbine,1107699.0
2010-08,Saskatchewan,electric utilities,combustible fuels,1347552.0
2010-08,Saskatchewan,electric utilities,hydraulic turbine,331585.0
2010-08,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-08,Saskatchewan,electric utilities,wind power turbine,32303.0
2010-08,Saskatchewan,industries,combustible fuels,27672.0
2010-08,Saskatchewan,industries,hydraulic turbine,0.0
2010-08,Yukon,electric utilities,combustible fuels,2156.0
2010-08,Yukon,electric utilities,hydraulic turbine,27588.0
2010-08,Yukon,electric utilities,wind power turbine,1.0
2010-08,Yukon,industries,combustible fuels,0.0
2010-09,Alberta,electric utilities,combustible fuels,4537282.0
2010-09,Alberta,electric utilities,hydraulic turbine,139217.0
2010-09,Alberta,electric utilities,other types of electricity generation,0.0
2010-09,Alberta,electric utilities,wind power turbine,59071.0
2010-09,Alberta,industries,combustible fuels,462010.0
2010-09,British Columbia,electric utilities,combustible fuels,332482.0
2010-09,British Columbia,electric utilities,hydraulic turbine,2369258.0
2010-09,British Columbia,industries,combustible fuels,237526.0
2010-09,British Columbia,industries,hydraulic turbine,715836.0
2010-09,Manitoba,electric utilities,combustible fuels,1678.0
2010-09,Manitoba,electric utilities,hydraulic turbine,2810361.0
2010-09,Manitoba,electric utilities,wind power turbine,0.0
2010-09,Manitoba,industries,combustible fuels,5683.0
2010-09,New Brunswick,electric utilities,combustible fuels,522288.0
2010-09,New Brunswick,electric utilities,hydraulic turbine,112820.0
2010-09,New Brunswick,electric utilities,nuclear steam turbine,-2734.0
2010-09,New Brunswick,electric utilities,wind power turbine,35754.0
2010-09,New Brunswick,industries,combustible fuels,40184.0
2010-09,New Brunswick,industries,hydraulic turbine,0.0
2010-09,Newfoundland and Labrador,electric utilities,combustible fuels,3988.0
2010-09,Newfoundland and Labrador,electric utilities,hydraulic turbine,2319442.0
2010-09,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2010-09,Newfoundland and Labrador,industries,combustible fuels,24228.0
2010-09,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2010-09,Northwest Territories,electric utilities,combustible fuels,5686.0
2010-09,Northwest Territories,electric utilities,hydraulic turbine,19000.0
2010-09,Northwest Territories,industries,combustible fuels,27452.0
2010-09,Northwest Territories,industries,hydraulic turbine,0.0
2010-09,Northwest Territories,industries,wind power turbine,0.0
2010-09,Nova Scotia,electric utilities,combustible fuels,764496.0
2010-09,Nova Scotia,electric utilities,hydraulic turbine,50343.0
2010-09,Nova Scotia,electric utilities,tidal power turbine,2480.0
2010-09,Nova Scotia,electric utilities,wind power turbine,7803.0
2010-09,Nova Scotia,industries,combustible fuels,12119.0
2010-09,Nova Scotia,industries,hydraulic turbine,3083.0
2010-09,Nova Scotia,industries,wind power turbine,0.0
2010-09,Nunavut,electric utilities,combustible fuels,12916.0
2010-09,Nunavut,electric utilities,hydraulic turbine,0.0
2010-09,Nunavut,industries,combustible fuels,0.0
2010-09,Nunavut,industries,hydraulic turbine,0.0
2010-09,Ontario,electric utilities,combustible fuels,1340909.0
2010-09,Ontario,electric utilities,hydraulic turbine,2315609.0
2010-09,Ontario,electric utilities,nuclear steam turbine,7133289.0
2010-09,Ontario,electric utilities,other types of electricity generation,0.0
2010-09,Ontario,electric utilities,solar,0.0
2010-09,Ontario,electric utilities,wind power turbine,124558.0
2010-09,Ontario,industries,combustible fuels,92988.0
2010-09,Ontario,industries,hydraulic turbine,52382.0
2010-09,Prince Edward Island,electric utilities,combustible fuels,0.0
2010-09,Prince Edward Island,electric utilities,wind power turbine,35300.0
2010-09,Quebec,electric utilities,combustible fuels,72009.0
2010-09,Quebec,electric utilities,hydraulic turbine,9625848.0
2010-09,Quebec,electric utilities,nuclear steam turbine,420829.0
2010-09,Quebec,electric utilities,wind power turbine,36349.0
2010-09,Quebec,industries,combustible fuels,36017.0
2010-09,Quebec,industries,hydraulic turbine,1405805.0
2010-09,Saskatchewan,electric utilities,combustible fuels,1190485.0
2010-09,Saskatchewan,electric utilities,hydraulic turbine,305904.0
2010-09,Saskatchewan,electric utilities,other types of electricity generation,0.0
2010-09,Saskatchewan,electric utilities,wind power turbine,42348.0
2010-09,Saskatchewan,industries,combustible fuels,22235.0
