"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979/1980","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","266","","","","0"
"1979/1980","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","235","","","","0"
"1979/1980","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2732","","","","0"
"1979/1980","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-1430","","","","0"
"1979/1980","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10806","","","","0"
"1979/1980","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5279","","","","0"
"1979/1980","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1530","","","","0"
"1979/1980","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","331","","","","0"
"1979/1980","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","823","","","","0"
"1979/1980","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","492","","","","0"
"1979/1980","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","183","","","","0"
"1979/1980","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","-2761","","","","0"
"1979/1980","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","-1087","","","","0"
"1979/1980","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","98355","","","","0"
"1979/1980","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","44139","","","","0"
"1979/1980","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","24385","","","","0"
"1979/1980","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","3285","","","","0"
"1979/1980","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","8192","","","","0"
"1979/1980","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","4907","","","","0"
"1979/1980","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","3181","","","","0"
"1979/1980","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-29976","","","","0"
"1979/1980","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","-8520","","","","0"
"1979/1980","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","121954","","","","0"
"1979/1980","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","62837","","","","0"
"1979/1980","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","64536","","","","0"
"1979/1980","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","9577","","","","0"
"1979/1980","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","23517","","","","0"
"1979/1980","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","13940","","","","0"
"1979/1980","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","7782","","","","0"
"1979/1980","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-22362","","","","0"
"1979/1980","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-15571","","","","0"
"1979/1980","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15967","","","","0"
"1979/1980","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8388","","","","0"
"1979/1980","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7207","","","","0"
"1979/1980","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","690","","","","0"
"1979/1980","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","1745","","","","0"
"1979/1980","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","1055","","","","0"
"1979/1980","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","439","","","","0"
"1979/1980","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-13864","","","","0"
"1979/1980","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","-3508","","","","0"
"1979/1980","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","16906","","","","0"
"1979/1980","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","7642","","","","0"
"1979/1980","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","3722","","","","0"
"1979/1980","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","357","","","","0"
"1979/1980","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","886","","","","0"
"1979/1980","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","529","","","","0"
"1979/1980","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","257","","","","0"
"1979/1980","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-4493","","","","0"
"1979/1980","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","-580","","","","0"
"1979/1980","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","37917","","","","0"
"1979/1980","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","12309","","","","0"
"1979/1980","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","17195","","","","0"
"1979/1980","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","3051","","","","0"
"1979/1980","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","6963","","","","0"
"1979/1980","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","3912","","","","0"
"1979/1980","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","1283","","","","0"
"1979/1980","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","41435","","","","0"
"1979/1980","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","11593","","","","0"
"1979/1980","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","38918","","","","0"
"1979/1980","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","19237","","","","0"
"1979/1980","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","22144","","","","0"
"1979/1980","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","2855","","","","0"
"1979/1980","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","6818","","","","0"
"1979/1980","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","3963","","","","0"
"1979/1980","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","1452","","","","0"
"1979/1980","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","40164","","","","0"
"1979/1980","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","37","","","","0"
"1979/1980","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","487","","","","0"
"1979/1980","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","128","","","","0"
"1979/1980","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","93","","","","0"
"1979/1980","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","28","","","","0"
"1979/1980","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","69","","","","0"
"1979/1980","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","41","","","","0"
"1979/1980","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","18","","","","0"
"1979/1980","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","-464","","","","0"
"1979/1980","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","69","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Births","Persons","249","units","0","v391073","13.1","1330","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Deaths","Persons","249","units","0","v391088","13.2","214","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Immigrants","Persons","249","units","0","v391103","13.3","147","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Net emigration","Persons","249","units","0","v1566834755","13.13","11","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Emigrants","Persons","249","units","0","v29768574","13.9","26","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Returning emigrants","Persons","249","units","0","v29768575","13.10","15","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Net non-permanent residents","Persons","249","units","0","v29768577","13.12","1","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Net interprovincial migration","Persons","249","units","0","v391132","13.5","-992","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Residual deviation","Persons","249","units","0","v391177","13.8","369","","","","0"
"1980/1981","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","372139","","","","0"
"1980/1981","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","170535","","","","0"
"1980/1981","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","127238","","","","0"
"1980/1981","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","17819","","","","0"
"1980/1981","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","44863","","","","0"
"1980/1981","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","27044","","","","0"
"1980/1981","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","13293","","","","0"
"1980/1981","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-20068","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","10325","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","3232","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","483","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","120","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","296","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","176","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","122","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-3552","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-1483","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1903","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1002","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","146","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","28","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","67","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","39","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","5","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","-1251","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","43","","","","0"
"1980/1981","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","12118","","","","0"
"1980/1981","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","7006","","","","0"
"1980/1981","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","1271","","","","0"
"1980/1981","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","157","","","","0"
"1980/1981","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","402","","","","0"
"1980/1981","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","245","","","","0"
"1980/1981","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","197","","","","0"
"1980/1981","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2836","","","","0"
"1980/1981","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-1375","","","","0"
"1980/1981","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10603","","","","0"
"1980/1981","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5141","","","","0"
"1980/1981","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","963","","","","0"
"1980/1981","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","300","","","","0"
"1980/1981","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","754","","","","0"
"1980/1981","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","454","","","","0"
"1980/1981","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","200","","","","0"
"1980/1981","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","-4989","","","","0"
"1980/1981","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","-1117","","","","0"
"1980/1981","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","96725","","","","0"
"1980/1981","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","42768","","","","0"
"1980/1981","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","18787","","","","0"
"1980/1981","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","2753","","","","0"
"1980/1981","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","7343","","","","0"
"1980/1981","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","4590","","","","0"
"1980/1981","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","2732","","","","0"
"1980/1981","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-22841","","","","0"
"1980/1981","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","-8672","","","","0"
"1980/1981","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","123213","","","","0"
"1980/1981","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","62694","","","","0"
"1980/1981","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","54648","","","","0"
"1980/1981","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","8195","","","","0"
"1980/1981","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","20880","","","","0"
"1980/1981","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","12685","","","","0"
"1980/1981","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","6896","","","","0"
"1980/1981","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-33247","","","","0"
"1980/1981","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-14348","","","","0"
"1980/1981","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16058","","","","0"
"1980/1981","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8362","","","","0"
"1980/1981","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","6327","","","","0"
"1980/1981","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","599","","","","0"
"1980/1981","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","1536","","","","0"
"1980/1981","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","937","","","","0"
"1980/1981","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","296","","","","0"
"1980/1981","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-9403","","","","0"
"1980/1981","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","-3207","","","","0"
"1980/1981","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","17201","","","","0"
"1980/1981","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","7514","","","","0"
"1980/1981","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","2961","","","","0"
"1980/1981","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","315","","","","0"
"1980/1981","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","808","","","","0"
"1980/1981","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","493","","","","0"
"1980/1981","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","240","","","","0"
"1980/1981","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-3808","","","","0"
"1980/1981","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","-554","","","","0"
"1980/1981","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","41343","","","","0"
"1980/1981","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","12751","","","","0"
"1980/1981","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","18567","","","","0"
"1980/1981","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","2809","","","","0"
"1980/1981","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","6487","","","","0"
"1980/1981","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","3678","","","","0"
"1980/1981","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","1237","","","","0"
"1980/1981","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","44250","","","","0"
"1980/1981","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","10238","","","","0"
"1980/1981","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","40882","","","","0"
"1980/1981","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","19729","","","","0"
"1980/1981","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","22879","","","","0"
"1980/1981","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","2505","","","","0"
"1980/1981","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","6205","","","","0"
"1980/1981","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","3700","","","","0"
"1980/1981","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","1343","","","","0"
"1980/1981","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","37864","","","","0"
"1980/1981","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","-37","","","","0"
"1980/1981","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","487","","","","0"
"1980/1981","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","117","","","","0"
"1980/1981","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","108","","","","0"
"1980/1981","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","27","","","","0"
"1980/1981","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","60","","","","0"
"1980/1981","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","33","","","","0"
"1980/1981","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","14","","","","0"
"1980/1981","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","313","","","","0"
"1980/1981","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","83","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Births","Persons","249","units","0","v391073","13.1","1281","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Deaths","Persons","249","units","0","v391088","13.2","219","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Immigrants","Persons","249","units","0","v391103","13.3","98","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Net emigration","Persons","249","units","0","v1566834755","13.13","11","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Emigrants","Persons","249","units","0","v29768574","13.9","25","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Returning emigrants","Persons","249","units","0","v29768575","13.10","14","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Net non-permanent residents","Persons","249","units","0","v29768577","13.12","11","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Net interprovincial migration","Persons","249","units","0","v391132","13.5","-500","","","","0"
"1980/1981","Northwest Territories including Nunavut","","Residual deviation","Persons","249","units","0","v391177","13.8","361","","","","0"
"1981/1982","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","372472","","","","0"
"1981/1982","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","172352","","","","0"
"1981/1982","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","135339","","","","0"
"1981/1982","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","29110","","","","0"
"1981/1982","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","54786","","","","0"
"1981/1982","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","25676","","","","0"
"1981/1982","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","12297","","","","0"
"1981/1982","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-21619","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","9593","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","3322","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","424","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","225","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","400","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","175","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","-42","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-5693","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-2242","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1924","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1007","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","148","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","30","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","78","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","48","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","-5","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","-856","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-137","","","","0"
"1981/1982","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","12173","","","","0"
"1981/1982","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","6923","","","","0"
"1981/1982","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","1470","","","","0"
"1981/1982","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","299","","","","0"
"1981/1982","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","519","","","","0"
"1981/1982","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","220","","","","0"
"1981/1982","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","446","","","","0"
"1981/1982","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1936","","","","0"
"1981/1982","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-764","","","","0"
"1981/1982","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10400","","","","0"
"1981/1982","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5151","","","","0"
"1981/1982","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","883","","","","0"
"1981/1982","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","723","","","","0"
"1981/1982","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","1168","","","","0"
"1981/1982","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","445","","","","0"
"1981/1982","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","-41","","","","0"
"1981/1982","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","-2842","","","","0"
"1981/1982","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","-1507","","","","0"
"1981/1982","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","93340","","","","0"
"1981/1982","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","42864","","","","0"
"1981/1982","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","24052","","","","0"
"1981/1982","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","4164","","","","0"
"1981/1982","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","8279","","","","0"
"1981/1982","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","4115","","","","0"
"1981/1982","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","-376","","","","0"
"1981/1982","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-25790","","","","0"
"1981/1982","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","-10774","","","","0"
"1981/1982","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","123120","","","","0"
"1981/1982","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","62947","","","","0"
"1981/1982","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","57870","","","","0"
